year,transect_id,site_id,lat,lon,facies,reef_name,plhcoral,family,scientific_name,length_cm,av.weight.g,animal_count
2017,559,46737,-22.22481,113.83445,Reef flat,Osprey,40,Labridae,Hemigymnus melapterus,30,570.73238,4
2015,1475,69423,-21.973244,113.91175,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,30,587.0258066,0
2018,911,66158,-22.22307,113.83653,Reef flat,Osprey,33,Labridae,Hemigymnus melapterus,30,624.9374192,-0
2019,1972,69748,-22.247847,113.820845,Reef slope,Osprey,40,Labridae,Hemigymnus melapterus,40,1468.277178,2
2018,1493,69436,-21.861601,113.977145,Reef slope,Jurabi,50,Labridae,Hemigymnus melapterus,35,979.2713599,1
2016,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Hemigymnus melapterus,25,314.8127326,2
2015,296,27665,-22.20186,113.83834,Reef slope,Osprey,25,Labridae,Hemigymnus melapterus,30,528.3398553,0
2019,1964,69744,-21.947593,113.936561,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,259.2822733,-0
2016,296,27665,-22.20186,113.83834,Reef slope,Osprey,30,Labridae,Hemigymnus melapterus,30,522.147489,4
2018,1469,69419,-22.003049,113.903999,Reef slope,Mangrove,35,Labridae,Hemigymnus melapterus,55,3163.718254,3
2016,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Hemigymnus melapterus,40,1473.697429,1
2019,1962,69743,-21.945443,113.940048,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,30,582.3899516,2
2019,402,31495,-22.21756,113.83735,Reef flat,Osprey,35,Labridae,Hemigymnus melapterus,40,1261.945851,2
2016,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,35,917.6432593,0
2018,382,31487,-22.21801,113.83309,Reef slope,Osprey,40,Labridae,Hemigymnus melapterus,25,337.015411,1
2019,1507,69448,-21.857799,113.980959,Reef slope,Jurabi,60,Labridae,Hemigymnus melapterus,40,1301.25344,3
2018,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,7,Labridae,Hemigymnus melapterus,20,167.0132326,1
2018,1960,69742,-21.947448,113.941872,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,35,968.5607186,2
2019,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,15,Labridae,Hemigymnus melapterus,40,1235.180146,2
2017,382,31487,-22.21801,113.83309,Reef slope,Osprey,60,Labridae,Hemigymnus melapterus,40,1307.953472,3
2019,1968,69746,-21.925939,113.949848,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,20,183.1520266,1
2015,1982,69753,-22.261174,113.815963,Reef slope,Osprey,30,Labridae,Hemigymnus melapterus,35,875.6505564,3
2016,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,30,616.6120427,0
2017,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,30,209.3222205,4
2018,911,66158,-22.22307,113.83653,Reef flat,Osprey,33,Labridae,Hemigymnus melapterus,20,185.4701556,3
2016,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,30,548.1275558,1
2019,1505,69447,-21.851507,113.99014,Reef slope,Jurabi,30,Labridae,Hemigymnus melapterus,40,1445.718179,3
2019,1926,69724,-21.949189,113.941163,Bommie,Mangrove,5,Labridae,Hemigymnus melapterus,35,288.8735229,5
2018,1465,69417,-22.009255,113.90068,Reef slope,Mangrove,15,Labridae,Hemigymnus melapterus,35,876.1654161,4
2019,1998,69761,-21.90659,113.93112,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,40,1233.082668,3
2017,1980,69752,-22.244128,113.830091,Bommie,Osprey,10,Labridae,Hemigymnus melapterus,35,973.8549246,3
2015,1744,69588,-21.991283,113.921977,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,40,1388.142324,1
2016,1486,69430,-21.92184,113.922316,Reef slope,Mangrove,25,Labridae,Hemigymnus melapterus,40,1274.361973,2
2019,1980,69752,-22.244128,113.830091,Bommie,Osprey,10,Labridae,Hemigymnus melapterus,40,1221.856914,1
2017,2002,69763,-21.99148,113.92268,Reef slope,Mangrove,15,Labridae,Coris aygula,45,489.7089645,2
2016,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,5,Labridae,Coris aygula,40,1029.06701,1
2017,1930,69726,-21.96853,113.931722,Lagoon,Mangrove,5,Labridae,Coris aygula,20,107.8316875,-0
2019,911,66158,-22.22307,113.83653,Reef flat,Osprey,25,Labridae,Coris aygula,40,1112.732315,2
2018,1493,69436,-21.861601,113.977145,Reef slope,Jurabi,50,Labridae,Hemigymnus melapterus,50,2800.473794,3
2018,1966,69745,-21.94036,113.936465,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,35,915.6835106,4
2015,1944,69734,-21.85495,113.984551,Reef slope,Jurabi,10,Labridae,Hemigymnus melapterus,35,931.4037058,3
2019,1962,69743,-21.945443,113.940048,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,35,494.9128192,3
2018,1475,69423,-21.973244,113.91175,Reef slope,Mangrove,40,Labridae,Hemigymnus melapterus,30,594.1476855,1
2019,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Hemigymnus melapterus,30,625.3618057,4
2015,559,46737,-22.22481,113.83445,Reef flat,Osprey,70,Labridae,Hemigymnus melapterus,35,917.3456383,1
2016,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Coris aygula,15,51.67544164,1
2019,911,66158,-22.22307,113.83653,Reef flat,Osprey,25,Labridae,Coris aygula,35,337.0642506,2
2017,1976,69750,-22.235967,113.835172,Bommie,Osprey,5,Labridae,Coris aygula,40,325.8523986,1
2018,1980,69752,-22.244128,113.830091,Bommie,Osprey,15,Labridae,Coris aygula,15,45.62893398,1
2017,1980,69752,-22.244128,113.830091,Bommie,Osprey,10,Labridae,Coris aygula,30,223.383196,2
2016,1507,69448,-21.857799,113.980959,Reef slope,Jurabi,20,Labridae,Coris aygula,45,1543.402757,1
2018,911,66158,-22.22307,113.83653,Reef flat,Osprey,33,Labridae,Coris aygula,30,230.8254451,1
2016,296,27665,-22.20186,113.83834,Reef slope,Osprey,30,Labridae,Coris aygula,35,651.645446,2
2017,1968,69746,-21.925939,113.949848,Bommie,Mangrove,10,Labridae,Coris aygula,50,2334.803065,1
2017,1483,69428,-21.946458,113.915888,Reef slope,Mangrove,50,Labridae,Coris aygula,60,3484.163599,-0
2019,402,31495,-22.21756,113.83735,Reef flat,Osprey,35,Labridae,Coris aygula,30,220.1017024,3
2015,1505,69447,-21.851507,113.99014,Reef slope,Jurabi,5,Labridae,Coris aygula,25,123.176335,-0
2018,1978,69751,-22.241802,113.829291,Bommie,Osprey,10,Labridae,Coris aygula,40,1063.86603,0
2016,1998,69761,-21.90659,113.93112,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,40,483.9227441,4
2019,1966,69745,-21.94036,113.936465,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,40,666.926323,4
2016,393,31494,-22.21833,113.83904,Reef flat,Osprey,10,Labridae,Hemigymnus melapterus,30,609.5181986,1
2015,1930,69726,-21.96853,113.931722,Lagoon,Mangrove,15,Labridae,Hemigymnus melapterus,35,822.1037605,2
2016,585,46815,-22.24252,113.82305,Reef slope,Osprey,55,Labridae,Hemigymnus melapterus,25,365.3227227,3
2018,1467,69418,-22.006228,113.901669,Reef slope,Mangrove,35,Labridae,Bodianus spp.,30,221.1452694,2
2015,1924,69723,-21.952067,113.939473,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,30,532.8395392,0
2019,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Bodianus spp.,30,420.8847541,0
2018,1481,69427,-21.952949,113.914424,Reef slope,Mangrove,25,Labridae,Bodianus spp.,45,1440.934465,2
2019,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,15,Labridae,Bodianus spp.,25,93.02496847,3
2019,1486,69430,-21.92184,113.922316,Reef slope,Mangrove,5,Labridae,Bodianus spp.,30,149.3639775,6
2018,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,60,Labridae,Bodianus spp.,35,748.9064145,4
2019,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,15,Labridae,Bodianus spp.,35,664.8766722,1
2019,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Bodianus spp.,30,159.4765776,4
2017,1467,69418,-22.006228,113.901669,Reef slope,Mangrove,20,Labridae,Bodianus spp.,40,1089.731445,3
2019,2000,69762,-21.90297,113.93295,Reef slope,Mangrove,15,Labridae,Bodianus spp.,40,1078.839351,2
2017,1924,69723,-21.952067,113.939473,Bommie,Mangrove,15,Labridae,Choerodon cyanodus,40,1526.780713,1
2017,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,5,Labridae,Choerodon cyanodus,30,618.5899239,2
2015,1936,69730,-21.847529,114.019003,Reef slope,Jurabi,2,Labridae,Choerodon cyanodus,30,324.994412,1
2016,1924,69723,-21.952067,113.939473,Bommie,Mangrove,25,Labridae,Choerodon cyanodus,40,1351.747621,1
2018,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Choerodon cyanodus,30,584.5890008,1
2018,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Choerodon cyanodus,40,1433.079395,1
2017,1964,69744,-21.947593,113.936561,Bommie,Mangrove,10,Labridae,Choerodon cyanodus,25,336.7276469,-0
2018,1938,69731,-21.849402,114.017349,Reef slope,Jurabi,5,Labridae,Choerodon cyanodus,30,323.2245095,5
2016,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,25,182.0277026,3
2015,1960,69742,-21.947448,113.941872,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,30,555.2457251,0
2016,1962,69743,-21.945443,113.940048,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,289.2471656,3
2017,1978,69751,-22.241802,113.829291,Bommie,Osprey,15,Labridae,Coris aygula,25,124.3775907,3
2017,569,46744,-22.22572,113.83355,Reef flat,Osprey,30,Labridae,Coris aygula,40,1159.792244,2
2017,1960,69742,-21.947448,113.941872,Bommie,Mangrove,20,Labridae,Coris aygula,40,558.6931205,2
2015,911,66158,-22.22307,113.83653,Reef flat,Osprey,40,Labridae,Coris aygula,40,1075.409043,2
2017,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,5,Labridae,Coris aygula,40,1108.619867,1
2018,1934,69729,-21.845471,114.021578,Reef slope,Jurabi,10,Labridae,Coris aygula,35,350.8880159,-0
2016,1962,69743,-21.945443,113.940048,Bommie,Mangrove,15,Labridae,Coris aygula,45,1473.498465,1
2019,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Coris aygula,40,218.7356001,4
2015,911,66158,-22.22307,113.83653,Reef flat,Osprey,40,Labridae,Coris aygula,35,670.1381468,3
2015,1481,69427,-21.952949,113.914424,Reef slope,Mangrove,15,Labridae,Coris aygula,30,395.7278965,1
2018,393,31494,-22.21833,113.83904,Reef flat,Osprey,20,Labridae,Coris aygula,35,124.2426825,8
2015,2002,69763,-21.99148,113.92268,Reef slope,Mangrove,20,Labridae,Coris aygula,35,742.8046111,4
2016,1507,69448,-21.857799,113.980959,Reef slope,Jurabi,20,Labridae,Coris aygula,40,988.1109945,1
2019,559,46737,-22.22481,113.83445,Reef flat,Osprey,25,Labridae,Coris aygula,40,1052.814502,3
2015,393,31494,-22.21833,113.83904,Reef flat,Osprey,5,Labridae,Coris aygula,40,1006.64678,1
2019,1930,69726,-21.96853,113.931722,Lagoon,Mangrove,5,Labridae,Coris aygula,40,527.2781167,3
2017,585,46815,-22.24252,113.82305,Reef slope,Osprey,30,Labridae,Coris aygula,25,261.3607717,2
2015,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,5,Labridae,Coris aygula,35,679.0806576,4
2017,1465,69417,-22.009255,113.90068,Reef slope,Mangrove,64,Labridae,Coris aygula,30,393.7200944,1
2016,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,5,Labridae,Coris aygula,45,1612.633914,-0
2018,1936,69730,-21.847529,114.019003,Reef slope,Jurabi,5,Labridae,Hemigymnus melapterus,30,581.199426,3
2018,1966,69745,-21.94036,113.936465,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,45,1770.926161,1
2019,2000,69762,-21.90297,113.93295,Reef slope,Mangrove,15,Labridae,Hemigymnus melapterus,50,2475.040446,3
2015,402,31495,-22.21756,113.83735,Reef flat,Osprey,10,Labridae,Hemigymnus melapterus,5,2.721136019,1
2018,1998,69761,-21.90659,113.93112,Reef slope,Mangrove,16,Labridae,Hemigymnus melapterus,35,997.7100302,2
2016,585,46815,-22.24252,113.82305,Reef slope,Osprey,55,Labridae,Hemigymnus melapterus,25,326.5480936,2
2017,1978,69751,-22.241802,113.829291,Bommie,Osprey,15,Labridae,Hemigymnus melapterus,30,519.7669576,1
2016,1968,69746,-21.925939,113.949848,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,30,261.9144925,2
2018,882,65981,-21.93235,113.94504,Lagoon,Mangrove,18,Labridae,Cheilio inermis,35,175.9101435,1
2018,1938,69731,-21.849402,114.017349,Reef slope,Jurabi,5,Labridae,Choerodon cyanodus,35,260.9804627,5
2017,569,46744,-22.22572,113.83355,Reef flat,Osprey,30,Labridae,Coris aygula,30,220.3053963,3
2018,1936,69730,-21.847529,114.019003,Reef slope,Jurabi,10,Labridae,Coris aygula,30,423.8216517,3
2017,1505,69447,-21.851507,113.99014,Reef slope,Jurabi,15,Labridae,Coris aygula,50,1140.362205,5
2018,882,65981,-21.93235,113.94504,Lagoon,Mangrove,18,Labridae,Coris aygula,40,1079.12834,1
2016,1742,69586,-21.98863,113.91988,Bommie,Mangrove,15,Labridae,Coris aygula,40,1025.688054,1
2018,1744,69588,-21.991283,113.921977,Bommie,Mangrove,5,Labridae,Hemigymnus melapterus,35,274.6547455,4
2015,1964,69744,-21.947593,113.936561,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,35,442.9160256,3
2018,1479,69426,-21.958761,113.913098,Reef slope,Mangrove,35,Labridae,Hemigymnus melapterus,25,366.2368324,3
2015,577,46805,-22.23949,113.82363,Reef slope,Osprey,25,Labridae,Hemigymnus melapterus,25,349.8143651,-0
2018,1479,69426,-21.958761,113.913098,Reef slope,Mangrove,35,Labridae,Hemigymnus melapterus,35,871.6803866,2
2016,1467,69418,-22.006228,113.901669,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,30,554.8016945,2
2016,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,5,Labridae,Hemigymnus melapterus,35,823.8751901,1
2015,569,46744,-22.22572,113.83355,Reef flat,Osprey,60,Labridae,Hemigymnus melapterus,35,997.7043632,2
2019,1988,69756,-22.210351,113.835806,Reef slope,Osprey,40,Labridae,Hemigymnus melapterus,40,1402.503809,1
2018,1978,69751,-22.241802,113.829291,Bommie,Osprey,10,Labridae,Coris aygula,30,458.9318146,0
2019,402,31495,-22.21756,113.83735,Reef flat,Osprey,35,Labridae,Coris aygula,40,545.4008463,4
2018,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,25,Labridae,Coris aygula,30,227.0938989,-0
2018,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Coris aygula,40,1080.142802,3
2016,1940,69732,-21.851654,113.996863,Reef slope,Jurabi,5,Labridae,Coris aygula,40,1014.492031,2
2018,911,66158,-22.22307,113.83653,Reef flat,Osprey,33,Labridae,Coris aygula,15,51.77838413,1
2015,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Coris aygula,40,972.0323335,0
2018,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,15,Labridae,Coris aygula,35,325.5884275,4
2016,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Hemigymnus melapterus,40,1277.683498,2
2016,1238,69178,-22.20555,113.83667,Reef slope,Osprey,45,Labridae,Bodianus axillaris,15,64.53358854,3
2019,1968,69746,-21.925939,113.949848,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,282.6115691,1
2018,882,65981,-21.93235,113.94504,Lagoon,Mangrove,18,Labridae,Hemigymnus melapterus,30,197.5640019,4
2016,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Hemigymnus melapterus,30,579.6670261,1
2016,1467,69418,-22.006228,113.901669,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,35,950.828998,1
2015,1970,69747,-21.927059,113.921493,Reef slope,Mangrove,6,Labridae,Bodianus bilunulatus,20,157.5299711,3
2015,1970,69747,-21.927059,113.921493,Reef slope,Mangrove,6,Labridae,Bodianus bilunulatus,15,78.71080353,3
2018,1238,69178,-22.20555,113.83667,Reef slope,Osprey,36,Labridae,Bodianus bilunulatus,40,1492.383443,0
2015,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,10,Labridae,Bodianus bilunulatus,20,63.23019292,6
2016,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,5,Labridae,Bodianus bilunulatus,25,325.7662026,1
2015,1486,69430,-21.92184,113.922316,Reef slope,Mangrove,15,Labridae,Bodianus bilunulatus,35,855.7436866,1
2017,1970,69747,-21.927059,113.921493,Reef slope,Mangrove,10,Labridae,Bodianus bilunulatus,30,316.0931718,2
2016,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,5,Labridae,Bodianus bilunulatus,25,351.0545712,1
2018,1966,69745,-21.94036,113.936465,Bommie,Mangrove,30,Labridae,Bodianus bilunulatus,20,34.43347493,8
2015,1742,69586,-21.98863,113.91988,Bommie,Mangrove,20,Labridae,Bodianus bilunulatus,20,3.817977768,45
2016,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,5,Labridae,Bodianus bilunulatus,25,331.9032036,2
2015,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Bodianus bilunulatus,20,158.6445563,3
2017,1938,69731,-21.849402,114.017349,Reef slope,Jurabi,5,Labridae,Hemigymnus melapterus,30,530.786831,2
2016,1744,69588,-21.991283,113.921977,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,40,1269.742118,2
2016,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,25,302.5343137,3
2018,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,25,Labridae,Hemigymnus melapterus,20,155.9334525,4
2019,1944,69734,-21.85495,113.984551,Reef slope,Jurabi,50,Labridae,Hemigymnus melapterus,35,973.1841144,1
2018,1924,69723,-21.952067,113.939473,Bommie,Mangrove,0,Labridae,Hemigymnus melapterus,30,580.1389544,2
2018,1507,69448,-21.857799,113.980959,Reef slope,Jurabi,20,Labridae,Hemigymnus melapterus,30,624.7915446,2
2018,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,35,498.2220221,4
2016,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,20,161.2413807,3
2015,1240,69179,-22.22241,113.83108,Reef slope,Osprey,30,Labridae,Hemigymnus melapterus,40,1370.526409,1
2017,2002,69763,-21.99148,113.92268,Reef slope,Mangrove,15,Labridae,Hemigymnus melapterus,25,322.5707929,2
2019,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Hemigymnus melapterus,40,1352.321887,1
2015,1930,69726,-21.96853,113.931722,Lagoon,Mangrove,15,Labridae,Hemigymnus melapterus,30,527.5381917,2
2017,1960,69742,-21.947448,113.941872,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,30,291.3783841,4
2015,882,65981,-21.93235,113.94504,Lagoon,Mangrove,30,Labridae,Hemigymnus melapterus,35,858.2298428,1
2015,1744,69588,-21.991283,113.921977,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,566.5087402,4
2019,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,35,820.4180445,3
2016,1479,69426,-21.958761,113.913098,Reef slope,Mangrove,30,Labridae,Hemigymnus melapterus,30,529.7924468,1
2015,1962,69743,-21.945443,113.940048,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,35,444.9112297,2
2016,1483,69428,-21.946458,113.915888,Reef slope,Mangrove,25,Labridae,Hemigymnus melapterus,30,530.7400454,2
2017,882,65981,-21.93235,113.94504,Lagoon,Mangrove,20,Labridae,Coris aygula,50,2314.379421,1
2016,1978,69751,-22.241802,113.829291,Bommie,Osprey,10,Labridae,Coris aygula,30,425.3568745,0
2015,1966,69745,-21.94036,113.936465,Bommie,Mangrove,15,Labridae,Coris aygula,40,549.9870094,1
2017,1980,69752,-22.244128,113.830091,Bommie,Osprey,10,Labridae,Coris aygula,35,686.7195654,3
2019,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Coris aygula,40,1066.309022,2
2017,1744,69588,-21.991283,113.921977,Bommie,Mangrove,20,Labridae,Bodianus bilunulatus,30,547.1595446,2
2015,1505,69447,-21.851507,113.99014,Reef slope,Jurabi,5,Labridae,Bodianus spp.,10,15.05170523,3
2019,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Bodianus spp.,40,1151.540409,1
2019,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Bodianus spp.,35,759.8245363,4
2018,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,60,Labridae,Bodianus spp.,30,417.2246477,1
2015,1978,69751,-22.241802,113.829291,Bommie,Osprey,5,Labridae,Coris aygula,30,204.1780302,-0
2017,571,46748,-22.22391,113.83043,Reef slope,Osprey,65,Labridae,Coris aygula,30,460.6804758,2
2019,1942,69733,-21.85365,114.00372,Reef slope,Jurabi,15,Labridae,Coris aygula,40,1127.920005,4
2017,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,10,Labridae,Bodianus spp.,30,145.3255981,1
2019,1242,69180,-22.20064,113.83848,Reef slope,Osprey,40,Labridae,Bodianus spp.,40,983.9059118,3
2018,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,60,Labridae,Bodianus spp.,40,492.7736226,1
2018,1481,69427,-21.952949,113.914424,Reef slope,Mangrove,25,Labridae,Bodianus spp.,30,434.5315327,3
2019,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,15,Labridae,Bodianus spp.,30,205.7829061,1
2019,1479,69426,-21.958761,113.913098,Reef slope,Mangrove,40,Labridae,Hemigymnus melapterus,40,1291.22697,1
2016,1998,69761,-21.90659,113.93112,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,35,867.2933225,1
2016,1742,69586,-21.98863,113.91988,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,40,1308.875709,3
2018,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,7,Labridae,Hemigymnus melapterus,30,113.6940013,4
2016,1966,69745,-21.94036,113.936465,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,35,945.3500415,1
2015,1964,69744,-21.947593,113.936561,Bommie,Mangrove,20,Labridae,Hemigymnus melapterus,30,527.8207777,4
2018,1471,69420,-21.996843,113.906339,Reef slope,Mangrove,30,Labridae,Hemigymnus melapterus,45,1870.146249,2
2016,1483,69428,-21.946458,113.915888,Reef slope,Mangrove,25,Labridae,Hemigymnus melapterus,30,525.874533,-0
2016,1486,69430,-21.92184,113.922316,Reef slope,Mangrove,25,Labridae,Hemigymnus melapterus,30,297.9533893,3
2016,1960,69742,-21.947448,113.941872,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,25,310.876714,2
2017,1960,69742,-21.947448,113.941872,Bommie,Mangrove,20,Labridae,Hemigymnus fasciatus,30,645.6561709,3
2017,1926,69724,-21.949189,113.941163,Bommie,Mangrove,20,Labridae,Hemigymnus fasciatus,20,189.1060159,1
2015,1240,69179,-22.22241,113.83108,Reef slope,Osprey,30,Labridae,Hemigymnus fasciatus,20,173.874119,0
2017,1465,69417,-22.009255,113.90068,Reef slope,Mangrove,64,Labridae,Hemigymnus fasciatus,25,353.5529831,-0
2016,1505,69447,-21.851507,113.99014,Reef slope,Jurabi,15,Labridae,Oxycheilinus unifasciatus,30,587.1261964,-0
2018,577,46805,-22.23949,113.82363,Reef slope,Osprey,50,Labridae,Oxycheilinus unifasciatus,35,885.534565,1
2018,382,31487,-22.21801,113.83309,Reef slope,Osprey,40,Labridae,Oxycheilinus unifasciatus,35,911.8755531,2
2017,920,66166,-22.221117,113.831717,Reef slope,Osprey,70,Labridae,Oxycheilinus unifasciatus,30,558.7377506,1
2017,1944,69734,-21.85495,113.984551,Reef slope,Jurabi,30,Labridae,Bodianus axillaris,15,65.91926844,1
2016,1242,69180,-22.20064,113.83848,Reef slope,Osprey,25,Labridae,Bodianus axillaris,15,69.9913398,3
2016,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,20,Labridae,Bodianus bilunulatus,40,1279.585155,3
2015,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Bodianus bilunulatus,15,67.71615256,0
2016,1998,69761,-21.90659,113.93112,Reef slope,Mangrove,20,Labridae,Bodianus bilunulatus,25,361.1033175,3
2015,1744,69588,-21.991283,113.921977,Bommie,Mangrove,15,Labridae,Bodianus bilunulatus,15,17.13084173,3
2017,1996,69760,-21.911369,113.928053,Reef slope,Mangrove,15,Labridae,Bodianus bilunulatus,20,89.23744848,2
2017,1944,69734,-21.85495,113.984551,Reef slope,Jurabi,30,Labridae,Bodianus bilunulatus,25,172.7424313,4
2015,1486,69430,-21.92184,113.922316,Reef slope,Mangrove,15,Labridae,Bodianus bilunulatus,15,70.57810579,1
2019,1986,69755,-22.228337,113.826968,Reef slope,Osprey,35,Labridae,Hemigymnus melapterus,45,1777.182249,2
2018,1970,69747,-21.927059,113.921493,Reef slope,Mangrove,15,Labridae,Hemigymnus melapterus,40,742.1711501,2
2015,2002,69763,-21.99148,113.92268,Reef slope,Mangrove,20,Labridae,Hemigymnus melapterus,30,305.1103265,2
2019,1926,69724,-21.949189,113.941163,Bommie,Mangrove,5,Labridae,Hemigymnus melapterus,30,570.6542056,3
2017,1944,69734,-21.85495,113.984551,Reef slope,Jurabi,30,Labridae,Hemigymnus melapterus,30,520.2706247,2
2015,1962,69743,-21.945443,113.940048,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,208.1341004,3
2016,1946,69735,-21.869671,113.972379,Reef slope,Jurabi,5,Labridae,Hemigymnus melapterus,30,588.8886276,2
2019,1744,69588,-21.991283,113.921977,Bommie,Mangrove,5,Labridae,Hemigymnus melapterus,45,2062.533287,3
2018,585,46815,-22.24252,113.82305,Reef slope,Osprey,30,Labridae,Hemigymnus melapterus,45,1918.049845,1
2017,1962,69743,-21.945443,113.940048,Bommie,Mangrove,15,Labridae,Hemigymnus melapterus,30,315.3068635,3
2016,1744,69588,-21.991283,113.921977,Bommie,Mangrove,10,Labridae,Hemigymnus melapterus,35,848.1013176,3
2015,1982,69753,-22.261174,113.815963,Reef slope,Osprey,30,Labridae,Hemigymnus melapterus,25,347.8052171,3
2018,1966,69745,-21.94036,113.936465,Bommie,Mangrove,30,Labridae,Hemigymnus melapterus,40,678.5724105,4
2016,2000,69762,-21.90297,113.93295,Reef slope,Mangrove,20,Labridae,Thalassoma lunare,20,99.44318405,2
2019,1742,69586,-21.98863,113.91988,Bommie,Mangrove,5,Labridae,Hemigymnus melapterus,40,635.2941909,4
2017,393,31494,-22.21833,113.83904,Reef flat,Osprey,25,Labridae,Hemigymnus spp.,40,490.1232024,3
2017,1994,69759,-21.91767,113.92545,Reef slope,Mangrove,10,Labridae,Bodianus bilunulatus,15,77.49985429,2
